district_id,city_id,region_id,local_seq,name_ar,name_en,center_lat,center_lon,bbox_min_lon,bbox_min_lat,bbox_max_lon,bbox_max_lat
10100701025,701,1,25,حي صحارى,Sahara Dist.,24.3024687,43.7412272,43.7327237,24.2967759,43.7464061,24.3076015
10100701026,701,1,26,حي العلوات,Al Alawat Dist.,24.28973,43.7309687,43.7270568,24.2879091,43.733969,24.2929596
10100701027,701,1,27,حي الشتينية,Al Shatiniyyah,24.2733914,43.6991326,43.6927142,24.2674854,43.7050207,24.2764603
10100701028,701,1,28,حي القسيمة,Al Qassima Dist.,24.3082237,43.7366632,43.7316543,24.303187,43.7459807,24.3148384
10100795001,795,1,1,حي الديرة,Ad Dirah Dist.,25.1216777,46.1094977,46.095239,25.1173996,46.1237083,25.1311211
10100795002,795,1,2,حي النخيل,Al Nakhil Dist.,25.1159025,46.1366956,46.1019166,25.0932225,46.1593682,25.1335357
10100795003,795,1,3,حي السد,As Sad Dist.,25.1138891,46.0859277,46.0788905,25.1028765,46.0976339,25.1220413
10100795004,795,1,4,حي الروضة,Ar Rawdah Dist.,25.1211129,46.0903846,46.0777802,25.1120532,46.100452,25.128342
10100795005,795,1,5,حي النهضة,An Nahdah Dist.,25.1089634,46.1009521,46.0947362,25.1052436,46.1061443,25.115241
10100795006,795,1,6,حي الحزم,Al Hazm Dist.,25.1161374,46.1075828,46.0986236,25.1063568,46.1180879,25.1184558
10100828001,828,1,1,حي الملقاه,Al Malqah Dist.,24.8418612,46.5303223,46.5054872,24.7962585,46.5648021,24.9067794
10100828002,828,1,2,حي الفيصلية,Al Faisaliyah Dist.,24.7427644,46.5738919,46.565639,24.7373841,46.5874356,24.7542432
10100828003,828,1,3,حي الثليما,Al Thilaima Dist.,24.7645765,46.5538204,46.5372895,24.7557566,46.5662339,24.7825275
10100828004,828,1,4,حي السلمانية,Al Salmaniyah Dist.,24.7925602,46.5550027,46.5467052,24.7721497,46.5724175,24.7977649
10100828005,828,1,5,حي الملك,Al Malik Dist.,24.7881201,46.5363387,46.5281055,24.7687699,46.5594214,24.8057419
10100828006,828,1,6,حي الدرعية,Al Diriyah Dist.,24.7322096,46.5805031,46.5753768,24.7250211,46.590427,24.7409064
10100828007,828,1,7,حي الخالدية,Al Khalidiyah Dist.,24.7523901,46.5641805,46.5604577,24.743271,46.5734201,24.7593944
10100828008,828,1,8,حي العاصمة,Al Asemah Dist.,24.7621125,46.5701302,46.5644383,24.750256,46.5820992,24.7751285
10100828010,828,1,10,حي الطريف,Al Turaif Dist.,24.7368019,46.562235,46.5486105,24.727792,46.5710255,24.7452618
10100828011,828,1,11,حي الروقية,Al Rooqiyah Dist.,24.7417545,46.5676366,46.5636056,24.7385268,46.5736906,24.743271
10100828012,828,1,12,حي السرحية,Al Sarhiyah Dist.,24.7138272,46.5765022,46.5686217,24.706294,46.5927517,24.7269122
10100828013,828,1,13,حي الشهداء,Al Shohda Dist.,24.7299393,46.5902979,46.5835657,24.7250748,46.5986961,24.7363495
10100828014,828,1,14,حي ظهرة العودة غرب,West Dhahrat Al Oudah Dist.,24.7462517,46.5036554,46.4822858,24.7315898,46.5263607,24.7576116
10100828015,828,1,15,حي البليدا,Al Blaida Dist.,24.7458882,46.5469278,46.5354831,24.7380036,46.5552308,24.7515472
10100828016,828,1,16,حي العلب,Al Olab Dist.,24.7613833,46.5363937,46.5262061,24.7591704,46.5415758,24.7641985
10100828017,828,1,17,سلطانة,Sultanah,25.016369,46.4647981,46.4565812,25.006135,46.4796974,25.0309597
10100828018,828,1,18,حي ظهرة العودة شرق,East Dhahrat Al Oudah Dist.,24.7507549,46.537363,46.5139223,24.7315942,46.5523504,24.7586371
10100830001,830,1,1,حي العين,Al Ain Dist.,24.9107818,46.3847594,46.3610774,24.9035702,46.3957918,24.9299959
10100830002,830,1,2,حي سلام,Salam Dist.,24.8954471,46.4744134,46.447807,24.8792048,46.5109356,24.9188638
10100830003,830,1,3,حي العدل,Al Adel Dist.,24.9002017,46.3668731,46.3343039,24.8866856,46.3864326,24.9070585
10100830004,830,1,4,الكلية الحربية,Military College,24.9291735,46.3827204,46.3568045,24.9212693,46.3978485,24.9460485
10100830005,830,1,5,حي عقرباء,Aqraba Dist.,24.919773,46.4489409,46.4179776,24.893702,46.4781856,24.9350968
10100830006,830,1,6,حي الواحة,Al Wahah Dist.,24.8951729,46.4050626,46.373871,24.8734805,46.4210877,24.9070208
10100830007,830,1,7,حي الشهداء,Ash Shuhada Dist.,24.8772584,46.4274022,46.3838615,24.8429821,46.4627035,24.8993433
10100830008,830,1,8,حي الوصيل,Al Waseel Dist.,24.8339604,46.4291218,46.3565792,24.7979703,46.5011513,24.8642627
10100830009,830,1,9,حي الوادي,Al Wadi Dist.,24.9105919,46.3113474,46.2872031,24.8986933,46.3356135,24.9322277
10100830010,830,1,10,حي هجرة بوضة,Bawdah Dist.,24.906226,46.3107707,46.259944,24.8826683,46.3443669,24.9272851
10100830011,830,1,11,حي نجد,Najd Dist.,24.9038351,46.3648149,46.3313497,24.8951891,46.3797724,24.917913
10100830012,830,1,12,حي الامير سلطان,Prince Sultan Dist.,24.9108274,46.4091364,46.3847758,24.8932322,46.4404988,24.9292393
10100839001,839,1,1,المنطقة الصناعية,Industrial Area,24.604658,46.1444508,46.1405617,24.6007163,46.1464075,24.6091603
10100839002,839,1,2,حي اليمامة,Al Yamamah Dist.,24.6102949,46.1022532,46.0955799,24.6066629,46.1090825,24.6137665
10100839003,839,1,3,حي الخالدية,Al Khalidiyah Dist.,24.6078042,46.1355651,46.1297844,24.5955339,46.1443642,24.611205
10100839004,839,1,4,حي العزيزية,Al Aziziyah Dist.,24.6086545,46.1308756,46.124712,24.6013417,46.1371827,24.6128453
10100839005,839,1,5,حي الورود 1,Al Wurud 1 Dist.,24.6099728,46.1230954,46.1196525,24.6033242,46.1271956,24.6140837
10100839006,839,1,6,حي النهضة,An Nahdah Dist.,24.6112612,46.1161594,46.1079046,24.604272,46.1216947,24.6158075
10100839007,839,1,7,حي المنتزة,Al Muntazah Dist.,24.6148333,46.1044686,46.0962519,24.6110555,46.1102187,24.618506
10100839008,839,1,8,حي البديع الغربي,Al Badi Al Gharbi Dist.,24.595399,46.1278738,46.1241299,24.5907099,46.1346212,24.6028123
10100839009,839,1,9,حي العنقري,Al Anqari Dist.,24.5968701,46.124363,46.1195849,24.5887934,46.1270944,24.6033242
10100839010,839,1,10,حي البديع الشرقي,Al Badi Ash Sharqi Dist.,24.5886682,46.137188,46.1302931,24.5820423,46.143761,24.5988651
10100880001,880,1,1,حي ابو سليم,Abu Salim Dist.,24.0780199,45.2786576,45.2751349,24.069468,45.284679,24.0880335
10100880002,880,1,2,حي السلام,As Salam Dist.,24.0700124,45.2803034,45.2766456,24.0676078,45.2832492,24.0736758
10100880003,880,1,3,حي الجزيرة,Al Jazirah Dist.,24.0833423,45.2857225,45.2827395,24.0773733,45.2912388,24.0876254
10100880004,880,1,4,حي المروج,Al Muruj Dist.,24.093926,45.3048159,45.2914543,24.0882122,45.3105135,24.0986963
10100880005,880,1,5,حي الخليج,Al Khalij Dist.,24.0863629,45.3007551,45.2889915,24.0787236,45.3123351,24.0943441
10100880006,880,1,6,حي الربوة,Ar Rabwah Dist.,24.0760615,45.3037403,45.2855145,24.0681984,45.3200164,24.0840608
10100880007,880,1,7,حي الزهور,Az Zuhur Dist.,24.0616632,45.280622,45.2759804,24.059461,45.2931784,24.0664122
10100880008,880,1,8,حي البساتين,Al Basatin Dist.,24.0569727,45.2700018,45.2635906,24.0513041,45.2782392,24.0635534
10100880009,880,1,9,حي الواحة,Al Wahah Dist.,24.0477854,45.2600467,45.2528807,24.0437167,45.2649587,24.0520355
10100880010,880,1,10,حي الديرة,Ad Dirah Dist.,24.0502311,45.2522101,45.2485191,24.048245,45.2542333,24.0531221
10100880011,880,1,11,حي الصناعية,As Sinaiyah Dist.,24.0672365,45.3110611,45.301019,24.0622036,45.3209782,24.073407
10100880012,880,1,12,حي الورود,Al Wurud Dist.,24.0656589,45.297306,45.2915969,24.0604162,45.3037401,24.0697072
10100880013,880,1,13,حي الحزم,Al Hazm Dist.,24.0435545,45.251132,45.2506519,24.0418654,45.2541385,24.0476318
10100880014,880,1,14,حي الجفونية,Al Jaffuniyyah Dist.,24.047999,45.2548768,45.2534118,24.0457897,45.2570353,24.0496778
10100880015,880,1,15,حي الضريب,Ad Darib Dist.,24.0441628,45.2497739,45.2448129,24.0422836,45.2517806,24.04778
10100885001,885,1,1,حي الوادي,Al Wadi Dist.,23.7755886,44.8026255,44.7984646,23.7687315,44.8088398,23.779451
10100885002,885,1,2,حي الشفاء,Al Shifa Dist.,23.7820069,44.7803985,44.7755898,23.7726241,44.7893931,23.7885375
10100885003,885,1,3,حي الفيصلية,Al Faisaliyah Dist.,23.7822794,44.7894593,44.7825312,23.7757833,44.7954036,23.7907329
10100885004,885,1,4,حي البنفسج,Al Banafsaj Dist.,23.7716607,44.7907432,44.7795409,23.7644172,44.7966346,23.7766242
10100885005,885,1,5,حي الخليج,Al Khalij Dist.,23.7725629,44.7966247,44.7928331,23.7705121,44.8003519,23.7778608
10100885006,885,1,6,حي الخالدية,Al Khalidiyah Dist.,23.7835103,44.7965171,44.7917739,23.7770986,44.8006414,23.7918655
10100885007,885,1,7,حي السليمانية,Al Sulaymaniyah Dist.,23.7870967,44.8074444,44.7964493,23.7779354,44.8190705,23.7932966
10100885008,885,1,8,حي القدس,Al Quds Dist.,23.7658398,44.7812191,44.7756787,23.7601817,44.7880965,23.7705752
10100885009,885,1,9,حي الوفاء,Al Wafa Dist.,23.7564275,44.7879127,44.7758844,23.7482178,44.7953447,23.7657168
10100885010,885,1,10,حي الفيحاء,Al Fayha Dist.,23.7649556,44.7623603,44.7531894,23.7622671,44.767027,23.7689441
10100885011,885,1,11,حي العزيزية,Al Aziziyah Dist.,23.7620838,44.7631742,44.7565536,23.7575514,44.7691985,23.763549
10100885012,885,1,12,حي النزهة,Al Nuzhah Dist.,23.7571602,44.7651205,44.7585368,23.7518705,44.7720134,23.7617146
10100885013,885,1,13,حي الدار البيضاء,Al Dar Al Baida Dist.,23.7513131,44.7678413,44.7606402,23.7417048,44.7758844,23.7588042
10100885014,885,1,14,حي الدوحة,Al Dohah Dist.,23.7617242,44.7770214,44.7691985,23.7546597,44.7830657,23.7672276
10100885015,885,1,15,حي الفرعة,Al Farah Dist.,23.770822,44.7475325,44.7427984,23.7686271,44.7526545,23.775895
10100885016,885,1,16,حي النخيل,Al Nakhil Dist.,23.7651658,44.7492494,44.74338,23.7607807,44.7565536,23.7704091
10100885017,885,1,17,حي الشعيبة,Al Shuaibah Dist.,23.7597547,44.7510808,44.7444065,23.7546811,44.7585368,23.7622671
10100885018,885,1,18,حي المريقب,Al Muraiqeb Dist.,23.7701346,44.7696372,44.7662484,23.7617146,44.7776779,23.7730185
10100885019,885,1,19,حي العروبة,Al Urubah Dist.,23.7416401,44.7417149,44.7018699,23.7272926,44.7618221,23.7575514
10100885020,885,1,20,حي الدهناء,Al Dahna Dist.,23.7625185,44.7950985,44.7896177,23.7507154,44.8004184,23.771708
10100885021,885,1,21,حي أبا العبلان2,Aba Al Ablan 2 Dist.,23.7715792,44.7689368,44.7613391,23.7664909,44.7704966,23.7756911
10100885022,885,1,22,المنطقة الصناعية,Industrial Area,23.7753484,44.7737681,44.7657023,23.7690149,44.7824694,23.7844979
10100885023,885,1,23,حي أبا العبلان1,Aba Al Ablan 1 Dist.,23.7772936,44.7512413,44.7418086,23.7684244,44.7576176,23.7820068
10100885024,885,1,24,مخطط ج3,Subdivision Plan 3c,23.7730241,44.7282675,44.7067598,23.7671725,44.7448261,23.7819778
10100885025,885,1,25,مخطط ج1,Subdivision Plan 1c,23.755187,44.7280338,44.6992959,23.7397398,44.7493831,23.7648278
10100885026,885,1,26,مخطط ج2,Subdivision Plan 2c,23.7658832,44.7258782,44.705562,23.7607471,44.7440676,23.7734726
10100885027,885,1,27,مخطط ج4,Subdivision Plan 4c,23.7774417,44.7361739,44.7299965,23.7710753,44.7468356,23.7855861
10100959001,959,1,1,حي ام طلحة,Um Talha Dist.,22.8341566,44.9188118,44.9167176,22.8326516,44.9199679,22.8348442
10100962001,962,1,1,حي نجد,Najd Dist.,23.5408135,45.5045278,45.5014432,23.5321704,45.509582,23.5462742
10100962002,962,1,2,حي ال هويمل,Al Hoymel Dist.,23.5499481,45.4828187,45.4734979,23.545099,45.4914508,23.5552501
10100962003,962,1,3,حي الهفوف,Al Hufuf Dist.,23.5623114,45.562626,45.5594769,23.5580717,45.567401,23.5659734
10100962004,962,1,4,حي الوسيطا,Al Wusayta Dist.,23.5555079,45.4617895,45.4575255,23.5496053,45.4655169,23.5621598
10100962005,962,1,5,حي الرين الاعلى,Ar Rayn Al Aala Dist.,23.590028,45.4334434,45.4287433,23.5827232,45.4371539,23.5935772
10100962006,962,1,6,حي المعيزيله,Al Muayzeleh Dist.,23.5632266,45.4551069,45.4518839,23.5575359,45.4601433,23.5682179
10100962007,962,1,7,حي العمار,Al Amar Dist.,23.558213,45.4483055,45.4452857,23.5534505,45.4518742,23.5617157
10100962008,962,1,8,حي المعتلا,Al Maatala Dist.,23.5568677,45.452834,45.449931,23.5524127,45.4561442,23.5599018
10100962009,962,1,9,حي قبيبان,Qubeiban Dist.,23.5171502,45.5276305,45.5238585,23.5139398,45.5314616,23.5213203
10100962010,962,1,10,حي الملك فيصل,King Faisal Dist.,23.5437571,45.5111386,45.5067664,23.5364045,45.5166288,23.546037
10100962011,962,1,11,حي عشيرة,Ashayra Dist.,23.5590191,45.4582349,45.4539497,23.5514892,45.4617754,23.5645174
10100962012,962,1,12,حي الغريبية,Al Gharibiya Dist.,23.5490456,45.4979049,45.4901815,23.5447063,45.5024322,23.5553139
10100962013,962,1,13,حي الملك فهد,King Fahd Dist.,23.534108,45.5221725,45.5166288,23.5267369,45.5281462,23.5410426
10100962014,962,1,14,حي الفتح,Al Fath Dist.,23.5178657,45.5224194,45.5193992,23.5150886,45.5260109,23.5232886
10100962015,962,1,15,حي القميش,Al Qumish Dist.,23.5997956,45.4343638,45.4279017,23.592953,45.4396578,23.6047378
10100962016,962,1,16,حي الرفايع,Ar Rafayie Dist.,23.5695169,45.5653611,45.5627794,23.5630168,45.5686033,23.5716387
10100962017,962,1,17,حي الرجع,Al Rajai Dist.,23.5721769,45.5746332,45.572072,23.5694776,45.5786449,23.5731754
10100962018,962,1,18,حي الوسطى,Al Wusta Dist.,23.5548411,45.465017,45.4610046,23.5486951,45.4690776,23.5597251
10100962019,962,1,19,حي عبلية,Ableya Dist.,23.5527165,45.4740621,45.4710222,23.5485834,45.4758935,23.5566445
10100962020,962,1,20,حي النور,An Noor Dist.,23.5254629,45.5107817,45.5061912,23.5233532,45.5122363,23.5336605
10100962021,962,1,21,حي القادسية,Al Qadisiyah Dist.,23.5334025,45.5167036,45.5093992,23.5287462,45.5211335,23.538601
10100962022,962,1,22,حي الشعيفان,Al Shaeifan Dist.,23.5766939,45.4340035,45.4301023,23.5717037,45.4385687,23.5829868
10100962023,962,1,23,حي الريعانية,Al Rayaniyah Dist.,23.5513507,45.5663587,45.5620561,23.5497926,45.5701414,23.5561122
10100962024,962,1,24,حي الحنو,Al Hano Dist.,23.5557235,45.571321,45.5672649,23.552162,45.5746428,23.5600561
10100962025,962,1,25,حي الرواما,Al Rawama Dist.,23.6140962,45.4303399,45.4246854,23.6082848,45.4354157,23.6208869
10100962026,962,1,26,حي المثناه,Al Muthanna Dist.,23.5641329,45.4517791,45.448377,23.5598728,45.4558848,23.5698282
10100962027,962,1,27,حي الفرعة,Al Fara Dist.,23.5646508,45.4460021,45.4404271,23.5579402,45.4516261,23.5720894
10100962028,962,1,28,حي الفردوس,Al Fardus Dist.,23.523334,45.5256299,45.522813,23.5202246,45.5300191,23.528168
10100962029,962,1,29,حي الرفاع,Ar Rifaa Dist.,23.5623721,45.4650241,45.4589048,23.559101,45.4677983,23.5666074
10100962030,962,1,30,حي الناصفه,Al Nasfah Dist.,23.616525,45.4078931,45.4044343,23.6120686,45.4101966,23.6217825
10100962031,962,1,31,حي اليمامة,Al Yamamah Dist.,23.54625,45.5216196,45.512435,23.538601,45.5287769,23.5495074
10100962032,962,1,32,حي المعترضة,Al Mutarida Dist.,23.5749864,45.5790293,45.5757995,23.5731634,45.5808037,23.5775039
10100962033,962,1,33,حي احد,Uhud Dist.,23.6247389,45.4104233,45.402094,23.6197307,45.4202919,23.6295905
10100962034,962,1,34,حي النقيعه,Al Naqiea Dist.,23.5527512,45.4687303,45.4656485,23.5478606,45.4740149,23.5580775
10100962035,962,1,35,حي البدائع,Al Badayi Dist.,23.6054799,45.4365782,45.4278865,23.601672,45.4454176,23.6092699
10100962036,962,1,36,حي الصفا,As Safa Dist.,23.5471931,45.5069221,45.5029347,23.5437445,45.5139626,23.5490964
10100962037,962,1,37,حي اليرموك,Al Yarmuk Dist.,23.5512807,45.5196681,45.5109712,23.5478497,45.5290741,23.5534057
10100962038,962,1,38,حي الشموع,Al Shumua Dist.,23.5133263,45.5290785,45.5267166,23.5078219,45.5326239,23.5170396
10100962039,962,1,39,حي الرفيعة,Ar Rafiah Dist.,23.5078422,45.5213395,45.5134822,23.502334,45.5226066,23.5096207
10100962040,962,1,40,حي غرناطة,Ghirnatah Dist.,23.5126272,45.5234692,45.5177785,23.5066598,45.5273502,23.5165289
10100962041,962,1,41,حي الرين القديم,Ar Rayn Al Qadim Dist.,23.5488088,45.5060157,45.5001162,23.546071,45.5129689,23.5526046
10100990001,990,1,1,حي الصناعية,Al Sinaiyah Dist.,24.4821277,46.3044306,46.2992846,24.4708475,46.3115196,24.4892893
10100990002,990,1,2,حي الحزيمية,Al Huzaymiyyah Dist.,24.4838856,46.2930377,46.2857913,24.4750917,46.3033297,24.4900909
10100990003,990,1,3,حي الصقورية,Al Suquriyyah Dist.,24.4779392,46.280882,46.2767886,24.4718466,46.2867182,24.4836116
10100990004,990,1,4,حي المروج,Al Muruj Dist.,24.4782695,46.2754266,46.2690186,24.4713544,46.2785032,24.486717
10100990005,990,1,5,حي شخيب,Shukhib Dist.,24.489778,46.26037,46.2410339,24.4826333,46.2767281,24.4992329
10100990006,990,1,6,حي طويق,Tuwik Dist.,24.4740113,46.2933137,46.2836673,24.4621793,46.301353,24.4831385
10100990007,990,1,7,حي الأندلس,Al Andalus Dist.,24.468474,46.2818668,46.2732303,24.4621471,46.2873507,24.4740487
10100990008,990,1,8,حي غرناطه,Ghirnatah Dist.,24.467612,46.267555,46.2629499,24.4610663,46.2743182,24.4718892
10100990009,990,1,9,حي الهدا,Al Hada Dist.,24.4553949,46.2683606,46.2639165,24.4484952,46.2757656,24.4621471
10100990010,990,1,10,حي العليا,Al Olaya Dist.,24.4580595,46.2814292,46.2743182,24.4487785,46.287726,24.465433
10100990011,990,1,11,حي نواره,Nawarah Dist.,24.4671848,46.2949034,46.2832889,24.4504258,46.3091464,24.476739
10100990012,990,1,12,حي وسيلة,Waselah Dist.,24.4920149,46.3108097,46.2971663,24.4733129,46.3369811,24.5226094
10100990013,990,1,13,حي اللؤلؤة,Al Luluah Dist.,24.4583606,46.2306763,46.2202831,24.4421769,46.2427375,24.4715084
10100990014,990,1,14,حي الراشدية,Al Rashidiyah Dist.,24.4546944,46.2473414,46.2370184,24.4488785,46.2565447,24.4600489
10100990015,990,1,15,حي الغطغط,Al Ghtght Dist.,24.4752767,46.2419477,46.222313,24.4582415,46.2545572,24.4956746
10100990016,990,1,16,حي الريف,Al Rif Dist.,24.4548222,46.2617102,46.2545281,24.4485393,46.2667382,24.4620254
10100990018,990,1,18,حي المحمدية,Al Muhammadiyah Dist.,24.4452546,46.2520101,46.2434893,24.4383216,46.2578961,24.4502402
10100990019,990,1,19,حي الواحة,Al Wahah Dist.,24.4337232,46.2610467,46.2524938,24.4221263,46.279331,24.4439184
10100990020,990,1,20,حي الحزم,Al Hazm Dist.,24.4744846,46.3171724,46.2877174,24.439292,46.3399022,24.5007495
10100990021,990,1,21,حي مشيرفة,Al Musherfah Dist.,24.490745,46.2994615,46.2837015,24.4867346,46.3062823,24.4996081
10100990022,990,1,22,حي الجامعة,Al Jamiah Dist.,24.4777746,46.2571211,46.2511099,24.456852,46.2637979,24.4929334
10100990023,990,1,23,حي الورود,Al Wurud Dist.,24.4774318,46.2679061,46.2626221,24.4712411,46.2732303,24.4849457
10100990024,990,1,24,حي الياسمين,Al Yasmin Dist.,24.4385717,46.288623,46.274635,24.4227897,46.3185676,24.4515663
10100990025,990,1,25,حي الشلال,Al Shlal Dist.,24.4457198,46.2645904,46.2565422,24.442137,46.2763977,24.4494136
10101061001,1061,1,1,حي المصانع,Al Masani Dist.,24.1256346,47.2950853,47.2852637,24.1158001,47.3020641,24.1347708
10101061002,1061,1,2,حي البركة,Al Barakah Dist.,24.1007822,47.2279843,47.2200806,24.0908203,47.2359351,24.1061906
10101061003,1061,1,3,حي المنتزة,Al Muntazah Dist.,24.1638345,47.3258126,47.31885,24.1575453,47.33372,24.1693853
10101061004,1061,1,4,حي الصناعية الجديدة,New Industrial Dist.,24.1766876,47.3591313,47.351142,24.16905,47.3743802,24.1859805
10101061005,1061,1,5,حي السليمانية,As Sulaymaniyah Dist.,24.1500358,47.3060989,47.3004034,24.1434337,47.3149457,24.1581286
10101061006,1061,1,6,حي الصفاء,Al Safa Dist.,24.1808447,47.2732343,47.2652037,24.1744564,47.285404,24.184959
10101061007,1061,1,7,حي البرج,Al Burj Dist.,24.1618244,47.3003136,47.2966456,24.1547935,47.305158,24.1670453
10101061008,1061,1,8,حي الورود,Al Wurud Dist.,24.1718249,47.3082227,47.2980834,24.1570078,47.322304,24.1831117
10101061009,1061,1,9,حي السلام,As Salam Dist.,24.1583419,47.3177425,47.3072234,24.1503587,47.3247947,24.1644433
10101061010,1061,1,10,حي الرفيعة,Ar Rafiah Dist.,24.1858565,47.2731819,47.2649082,24.1815962,47.281543,24.1914859
10101061011,1061,1,11,حي اليمامة,Al Yamamah Dist.,24.184096,47.311828,47.2980883,24.1691811,47.3230134,24.1946196
10101061012,1061,1,12,حي الخالدية,Al Khalidiyah Dist.,24.129311,47.2838516,47.2628037,24.1107484,47.2969326,24.1433751
10101061013,1061,1,13,حي الخزامى,Al Khuzama Dist.,24.1354436,47.2780578,47.2601996,24.1195907,47.2923884,24.1500312
10101061014,1061,1,14,حي العزيزية,Al Aziziyah Dist.,24.1481991,47.2954535,47.2879094,24.1382937,47.302675,24.154802
10101061015,1061,1,15,حي مشرف,Mishrif Dist.,24.1063945,47.2664537,47.2551213,24.0962264,47.2849059,24.1197142
10101061016,1061,1,16,حي الراشدية,Ar Rashidiyyah Dist.,24.0945677,47.2380576,47.2352192,24.0852272,47.2447766,24.1056853
10101061017,1061,1,17,حي المنيفية,Al Munyfiyah Dist.,24.1792374,47.2938442,47.2831242,24.1649771,47.2985211,24.186409
10101061018,1061,1,18,حي الناصفة,An Nasifah Dist.,24.1945661,47.2888943,47.2728477,24.1829206,47.2954606,24.2018287
10101061019,1061,1,19,حي البديعة,Al Badiah Dist.,24.1945092,47.2978144,47.2921696,24.1734616,47.3064855,24.2057885
10101061020,1061,1,20,حي المنصورة,Al Mansurah Dist.,24.1790637,47.3364237,47.3171679,24.1641354,47.3459784,24.1844503
10101061021,1061,1,21,حي النهضة,An Nahdah Dist.,24.1562738,47.3344057,47.3247946,24.1460651,47.3434752,24.1640518
10101061022,1061,1,22,حي النزهة,An Nuzhah Dist.,24.1649639,47.3480056,47.3336933,24.1542936,47.3577954,24.1725775
10101061023,1061,1,23,حي الريان,Ar Rayyan Dist.,24.1478985,47.3214811,47.3129399,24.1413024,47.3360938,24.1575451
10101061024,1061,1,24,حي الاندلس,Al Andalus Dist.,24.144914,47.3408233,47.3326664,24.1373209,47.355292,24.1594587
10101061025,1061,1,25,حي الفيصلية,Al Faisaliyah Dist.,24.164476,47.3578576,47.3470848,24.1509049,47.3626359,24.1720646
10101061026,1061,1,26,حي الزاهر,Az Zahir Dist.,24.1400137,47.3538137,47.3367565,24.1243528,47.3774245,24.1567907
10101061027,1061,1,27,منطقة صناعية,Industrial Area,24.2198065,47.6653973,47.6232588,24.1585111,47.764612,24.2538497
10101061028,1061,1,28,حي العالية,Al Aliyah Dist.,24.1739223,47.3487299,47.3283223,24.1640786,47.3631741,24.1826334
10101061029,1061,1,29,الهياثم,Al Hayathim,24.1780337,47.2177954,47.1786302,24.1362837,47.2737303,24.206597
10101061030,1061,1,30,حي العدامة,Al Adamah Dist.,24.090923,47.2271386,47.226568,24.0894158,47.2277097,24.0941715
10101061031,1061,1,31,حي القطار,Al Qitar Dist.,24.2507782,47.3597462,47.353107,24.2445847,47.3677583,24.2547601
10101061032,1061,1,32,المدينة الصناعية بالخرج,Al Kharj Industrial City,23.951255,47.2799601,47.2418035,23.8653796,47.3057355,23.9579644
10101061033,1061,1,33,قاعدة الامير سلطان الجوية,Prince Sultan Air Base,24.0988861,47.5674056,47.3716983,23.9212676,47.7475659,24.1755833
10101061034,1061,1,34,حي الجامعة,Al Jamiah Dist.,24.1449214,47.281031,47.2687568,24.1326409,47.2928554,24.1536004
10101061035,1061,1,35,حي جوهرة الخرج,Jawharat Al Kharj Dist.,24.1682587,47.2745933,47.2669995,24.1526772,47.2897808,24.1785776
10101061036,1061,1,36,حي المروج,Al Muruj Dist.,24.2296157,47.2232119,47.2126606,24.2186694,47.2349216,24.239285
10101061037,1061,1,37,حي السحاب,As Sahab Dist.,24.1462356,47.3767023,47.3663089,24.1351854,47.3810614,24.157321
10101061038,1061,1,38,حي اليرموك,Al Yarmuk Dist.,24.1449324,47.385476,47.3788844,24.1366096,47.3996272,24.1574989
10101061039,1061,1,39,حي الاخضر,Al Akhdar Dist.,24.2001448,47.2690896,47.2631661,24.1937315,47.2747245,24.206592
10101061040,1061,1,40,حي الروابي,Ar Rawabi Dist.,24.1025563,47.2729849,47.2562181,24.0908015,47.2825324,24.1099828
10101061041,1061,1,41,حي قرطبة,Qurtubah Dist.,24.0915806,47.2645406,47.2484981,24.0736768,47.2771946,24.0982612
10101061042,1061,1,42,حي الهدا,Al Hada Dist.,24.1074315,47.2843885,47.2731565,24.0868883,47.3037094,24.1211025
10101061043,1061,1,43,حي الحمراء,Al Hamra Dist.,24.1653401,47.3124981,47.305618,24.1580832,47.3189196,24.1707219
10101073001,1073,1,1,حي الخالدية,Al Khalidiyah Dist.,24.0122069,47.1698107,47.1646384,24.0067326,47.1766917,24.0215628
10101073002,1073,1,2,حي الشفاء,Ash Shifa Dist.,23.9896455,47.1245174,47.1161162,23.9869992,47.131042,23.9972925
10101073003,1073,1,3,حي السليمانية,As Sulaymaniyah Dist.,23.9596172,47.1167013,47.1112326,23.9564368,47.1234269,23.9668511
10101073004,1073,1,4,حي سدير,Sudayr Dist.,23.9759681,47.1153848,47.1111711,23.972629,47.1223991,23.9788085
10101073005,1073,1,5,حي السعيدان,As Saydan Dist.,24.0178148,47.1301129,47.1227276,24.0061385,47.137283,24.0271436
10101073006,1073,1,6,حي السماري,As Samari Dist.,24.0139504,47.1401809,47.1358984,24.0078142,47.1432278,24.0259534
10101073007,1073,1,7,حي العويمرية,Al Uwaymiriyah Dist.,23.9918629,47.1400881,47.134764,23.9792356,47.1438456,24.0006702
10101073008,1073,1,8,حي الصحنة,Al Sahnah Dist.,23.9832884,47.134163,47.1283736,23.9698789,47.1390661,23.9959027
10101073009,1073,1,9,حي العذراء,Al Adhra Dist.,23.9854887,47.150011,47.1448967,23.9783091,47.1547155,23.9958346
10101073010,1073,1,10,حي الديرة,Ad Dirah Dist.,23.9910982,47.1604315,47.1545156,23.9881061,47.1645657,23.997228
